index_id,movie_id,title,title_zh,genres,year,avg_rating,rating_count,imdb_id,tmdb_id,region,poster_url
14,3452,Romeo Must Die,致命羅密歐,Action|Crime|Romance|Thriller,2000.0,2.993614433407662,4933.0,165929,2085.0,US,https://image.tmdb.org/t/p/w500/kAMmHlLPGFzBEijwe7eaZJuXV20.jpg
15,3457,Waking the Dead,靈幻奇緣,Drama|Thriller,2000.0,3.151414309484193,601.0,127349,37722.0,CA,https://image.tmdb.org/t/p/w500/3YUS2IoE5HItXjWKZs6Lc8BtYG2.jpg
16,3481,High Fidelity,失戀排行榜,Comedy|Drama|Romance,2000.0,3.8018280632411066,20240.0,146882,243.0,US,https://image.tmdb.org/t/p/w500/e2LZGB62GMhv3Fo8tDZjY87I81a.jpg
17,3483,"Road to El Dorado, The",勇闖黃金城,Animation|Children,2000.0,3.370337922403004,3995.0,138749,10501.0,US,https://image.tmdb.org/t/p/w500/ryXm7xp4aqQyda0FU2eMfHehPBg.jpg
18,3484,"Skulls, The",聖堂風雲,Thriller,2000.0,2.7397671798723247,2663.0,192614,11478.0,US,https://image.tmdb.org/t/p/w500/tpN4a79KTfWfK67kykbmSSGS2u5.jpg
19,3510,Frequency,黑洞頻率,Drama|Thriller,2000.0,3.5664271927943383,9326.0,186151,10559.0,US,https://image.tmdb.org/t/p/w500/xO4BwvqMVBwgVo7BnbYGNoMvGEU.jpg
20,3513,Rules of Engagement,火線衝突,Drama|Thriller,2000.0,3.285237258347979,2845.0,160797,10479.0,US,https://image.tmdb.org/t/p/w500/38iMM0sHOqNz315ApF9bEjT4rFA.jpg
21,3535,American Psycho,美國殺人魔,Crime|Horror|Mystery|Thriller,2000.0,3.685525757896969,18868.0,144084,1359.0,US,https://image.tmdb.org/t/p/w500/9uGHEgsiUXjCNq8wdq4r49YL8A1.jpg
22,3563,"Crow: Salvation, The",鴉魔戰士,Action|Horror,2000.0,2.242943548387097,496.0,132910,9456.0,US,https://image.tmdb.org/t/p/w500/5JkLJ0HS1hGxZHok9pjBcLCpLuX.jpg
23,3565,Where the Heart Is,女孩第一名,Comedy|Drama,2000.0,3.270225776105362,2126.0,198021,10564.0,US,https://image.tmdb.org/t/p/w500/bwxZ7uGZl8dt3WLCiiOoVhYS4m4.jpg
24,3578,Gladiator,神鬼戰士,Action|Adventure|Drama,2000.0,3.961182962279587,57449.0,172495,98.0,US,https://image.tmdb.org/t/p/w500/ouJWDKwqtPj8gzeJoO7mHJ53AxZ.jpg
25,3579,I Dreamed of Africa,夢遊非洲,Drama,2000.0,2.506369426751593,314.0,167203,21311.0,US,https://image.tmdb.org/t/p/w500/kuDIrcsUI0duLSTUgKKLKEiEdrK.jpg
26,3593,Battlefield Earth,地球戰場,Action|Sci-Fi,2000.0,1.567265469061876,5010.0,185183,5491.0,US,https://image.tmdb.org/t/p/w500/wXCRuBHdJ5aTFQdsuGJFXNdo79T.jpg
27,3594,Center Stage,舞國英雄譜,Drama|Musical,2000.0,3.281718963165075,1466.0,210616,10560.0,US,https://image.tmdb.org/t/p/w500/95Et0t08Nv6S8FD593HpXyvcRt8.jpg
28,3615,Dinosaur,恐龍,Adventure|Animation|Children,2000.0,3.031002057008522,3403.0,130623,10567.0,US,https://image.tmdb.org/t/p/w500/rSje3FS7ycJSglowlngjsvDt7vO.jpg
29,3617,Road Trip,哈啦上路,Comedy,2000.0,3.12048858952448,9947.0,215129,9285.0,US,https://image.tmdb.org/t/p/w500/jee4eY5tZprI0V18S6PXUloBzSk.jpg
30,3623,Mission: Impossible II,不可能的任務2,Action|Adventure|Thriller,2000.0,2.9825199964051405,22254.0,120755,955.0,US,https://image.tmdb.org/t/p/w500/6B5Fx5OhruTJAVhRNHEJv1vdiPD.jpg
31,3624,Shanghai Noon,西域威龍,Action|Adventure|Comedy|Western,2000.0,3.259931072011609,11026.0,184894,8584.0,US,https://image.tmdb.org/t/p/w500/kIJK4jGaiLFCpIbMtgYiNxZHK2o.jpg
32,3646,Big Momma's House,絕地奶霸,Comedy,2000.0,2.334251101321586,3632.0,208003,9600.0,US,https://image.tmdb.org/t/p/w500/5YoSFqpTz5qIxsX61CPMGKONQIY.jpg
33,3717,Gone in 60 Seconds,驚天動地60秒,Action|Crime,2000.0,3.101277175862811,13937.0,187078,9679.0,US,https://image.tmdb.org/t/p/w500/hdkIJWknBpsDtZqz3jz9pom2Ua5.jpg
34,3744,Shaft,殺戮戰警,Action|Crime|Thriller,2000.0,2.931462273744153,4917.0,162650,479.0,US,https://image.tmdb.org/t/p/w500/5ncvnNPaN73cOqD4muE413sSOyY.jpg
35,3751,Chicken Run,落跑雞,Animation|Children|Comedy,2000.0,3.4687363070721235,22822.0,120630,7443.0,US,https://image.tmdb.org/t/p/w500/iXY5JTEhC69BqX02bdm3BShjoMS.jpg
36,3752,"Me, Myself & Irene",一個頭兩個大,Adventure|Comedy,2000.0,2.992620518167964,12467.0,183505,2123.0,US,https://image.tmdb.org/t/p/w500/tfygzIRv2e7NxCC5ffRQSBThTKX.jpg
37,3753,"Patriot, The",決戰時刻,Action|Drama|War,2000.0,3.448050902061856,18624.0,187393,2024.0,US,https://image.tmdb.org/t/p/w500/99pFc3gOzu9TDAUrABY9anjlHSc.jpg
38,3755,"Perfect Storm, The",天搖地動,Drama|Thriller,2000.0,3.082256675279931,12771.0,177971,2133.0,US,https://image.tmdb.org/t/p/w500/vJPoxqgpfFNbGi0HyoNsjFeLCio.jpg
39,3784,"Kid, The",扭轉未來,Comedy|Fantasy,2000.0,3.0876344086021503,1860.0,219854,4244.0,US,https://image.tmdb.org/t/p/w500/nPiXS0NZJyYjrvCU78pcNprc0Ew.jpg
40,3785,Scary Movie,驚聲尖笑,Comedy|Horror,2000.0,2.7364827962861824,14648.0,175142,4247.0,US,https://image.tmdb.org/t/p/w500/zTPKzffEc0xivjetoSLu33VW5Vp.jpg
41,3793,X-Men,X戰警,Action|Adventure|Sci-Fi,2000.0,3.535032478802003,40334.0,120903,36657.0,US,https://image.tmdb.org/t/p/w500/gOhE6yllcA5xbiLGu25l09IHBy9.jpg
42,3798,What Lies Beneath,危機四伏,Drama|Horror|Mystery,2000.0,3.2117117117117115,7437.0,161081,2655.0,US,https://image.tmdb.org/t/p/w500/rCjDzijUxGR7DQY8HxfvxyPqWs1.jpg
43,3799,Pokémon the Movie 2000,神奇寶貝劇場版：夢幻之神奇寶貝 洛奇亞爆誕,Animation|Children,2000.0,2.0885115606936417,1384.0,210234,12599.0,JP,https://image.tmdb.org/t/p/w500/eSXPT9pzhspKUqu4JEA0aKUvNSV.jpg
44,3824,Autumn in New York,紐約的秋天,Drama|Romance,2000.0,2.4014171287738755,1623.0,174480,10641.0,US,https://image.tmdb.org/t/p/w500/kqzmgpqDn15MYNCXj7WzifRK7Eu.jpg
45,3825,Coyote Ugly,女狼俱樂部,Comedy|Drama|Romance,2000.0,2.7048554725560248,6158.0,200550,6282.0,US,https://image.tmdb.org/t/p/w500/xYM0laKrEqjiRSQNvqRrXPXN3iL.jpg
46,3826,Hollow Man,透明人,Horror|Sci-Fi|Thriller,2000.0,2.550498753117207,8822.0,164052,9383.0,US,https://image.tmdb.org/t/p/w500/tayTpxo7hTNyQSJPfnorhiVys2m.jpg
47,3827,Space Cowboys,太空大哥大,Action|Adventure|Comedy|Sci-Fi,2000.0,3.085461219278647,6266.0,186566,5551.0,US,https://image.tmdb.org/t/p/w500/8wSCduD0la1VgeztbNKppfQb7XZ.jpg
48,3861,"Replacements, The",十全大補男,Comedy,2000.0,3.146528803545052,3385.0,191397,10393.0,US,https://image.tmdb.org/t/p/w500/6qerI41HqkdRlio1sG0d5HLZcFN.jpg
49,3863,"Cell, The",入侵腦細胞,Drama|Horror|Thriller,2000.0,3.0427692307692307,9750.0,209958,8843.0,US,https://image.tmdb.org/t/p/w500/AqvD5NpUhmFszlLSfTG1AmojhWd.jpg
50,3879,"Art of War, The",神鬼任務,Action|Thriller,2000.0,2.891630231105559,1601.0,160009,11398.0,US,https://image.tmdb.org/t/p/w500/tcRjKse55uo8OwrBCHBbMWpCYzH.jpg
51,3882,Bring It On,魅力四射,Comedy,2000.0,3.0428486115258284,6698.0,204946,1588.0,US,https://image.tmdb.org/t/p/w500/9FxKW6wxcvSzmQOFA1Kbw0O1laF.jpg
52,3889,Highlander: Endgame (Highlander IV),超時空聖戰,Action|Adventure|Fantasy,2000.0,2.454798331015299,1438.0,144964,12211.0,US,https://image.tmdb.org/t/p/w500/u7kIXMyagqcek2SaS9svfPTTGVT.jpg
53,3892,Anatomy (Anatomie),活人破膽,Horror,2000.0,2.972513089005236,382.0,187696,1698.0,DE,https://image.tmdb.org/t/p/w500/oCGsfTIu5r7ZG1WUq5VGbmLXjhP.jpg
54,3897,Almost Famous,成名在望,Drama,2000.0,3.830877455877456,24024.0,181875,786.0,US,https://image.tmdb.org/t/p/w500/u1bj6bQFQqWnwbj6ndvchjFjb9z.jpg
55,3898,Bait,手到擒來,Action|Comedy,2000.0,2.783811475409836,488.0,211938,14805.0,US,https://image.tmdb.org/t/p/w500/jon5ux36iUn6GnntxkZaNtB6AZT.jpg
56,3906,Under Suspicion,懸疑對戰,Crime|Thriller,2000.0,3.1927927927927926,555.0,164212,10562.0,FR,https://image.tmdb.org/t/p/w500/2snkCKKthT5S8Ua0aMZkeaXkmBi.jpg
57,3908,Urban Legends: Final Cut,下一個還是你,Horror,2000.0,2.1597938144329896,1261.0,192731,12212.0,CA,https://image.tmdb.org/t/p/w500/9kjGrnhMz37RYEd5BFcrU1qkPkl.jpg
58,3910,Dancer in the Dark,在黑暗中漫舞,Drama|Musical,2000.0,3.844871794871795,5070.0,168629,16.0,DK,https://image.tmdb.org/t/p/w500/8N78IjsWRzPtx7qvsQSO0nJyPUK.jpg
59,3915,Girlfight,女生出拳,Drama,2000.0,3.4920731707317074,820.0,210075,19348.0,US,https://image.tmdb.org/t/p/w500/ydHUoYtpZdkwxdroK1rWyEpJrLZ.jpg
60,3916,Remember the Titans,衝鋒陷陣,Drama,2000.0,3.778779240378972,11927.0,210945,10637.0,US,https://image.tmdb.org/t/p/w500/825ohvC4wZ3gCuncCaqkWeQnK8h.jpg
61,3948,Meet the Parents,門當父不對,Comedy,2000.0,3.3842333464722114,25370.0,212338,1597.0,US,https://image.tmdb.org/t/p/w500/qKAvOgTj3VXkN4GKO0fJ0XiaOp0.jpg
62,3949,Requiem for a Dream,噩夢輓歌,Drama,2000.0,3.983923379510861,29235.0,180093,641.0,US,https://image.tmdb.org/t/p/w500/1tBO874iaE2DxrG6iDMWImiy0ag.jpg
63,3950,Tigerland,猛虎島,Drama,2000.0,3.51377688172043,1488.0,170691,10687.0,US,https://image.tmdb.org/t/p/w500/pnFdCvxxL44sPLkKEIJCUaIZa7M.jpg
64,3952,"Contender, The",暗潮洶湧,Drama|Thriller,2000.0,3.6075329566854992,2655.0,208874,6521.0,US,https://image.tmdb.org/t/p/w500/duRe0F2GYHIDvqe2bqIAMP4gWeP.jpg
65,3967,Billy Elliot,舞動人生,Drama,2000.0,3.780784277198212,10736.0,249462,71.0,GB,https://image.tmdb.org/t/p/w500/5zeIOLQ73QE1H88K6XI0e0z0jRj.jpg
66,3968,Bedazzled,神鬼願望,Comedy,2000.0,2.9061588608680733,5829.0,230030,1636.0,US,https://image.tmdb.org/t/p/w500/bcpstzWj9mMs5j2tldI33ApWLM1.jpg
67,3969,Pay It Forward,讓愛傳出去,Drama,2000.0,3.3830157095029616,7766.0,223897,10647.0,US,https://image.tmdb.org/t/p/w500/7fpi0xGqimqK81D0D5SImiDgKCa.jpg
68,3973,Book of Shadows: Blair Witch 2,厄夜叢林2：陰魂怒吼,Crime|Horror|Mystery|Thriller,2000.0,1.994558645707376,1654.0,229260,11531.0,US,https://image.tmdb.org/t/p/w500/l1jF93S9FYbzp3Byh5VUA1KApSJ.jpg
69,3977,Charlie's Angels,霹靂嬌娃,Action|Comedy,2000.0,2.7400663799551235,21392.0,160127,4327.0,US,https://image.tmdb.org/t/p/w500/5mbO1hEEtDOCQKdyPCPyDJdUswb.jpg
70,3978,"Legend of Bagger Vance, The",重返榮耀,Drama|Romance,2000.0,3.179117392558408,3467.0,146984,4958.0,US,https://image.tmdb.org/t/p/w500/bJO8wKCmsusJQplaMG54mbPcjHS.jpg
71,3979,Little Nicky,魔鬼接班人,Comedy,2000.0,2.4493483412322274,5064.0,185431,9678.0,US,https://image.tmdb.org/t/p/w500/AudA8gnTWSBWXBHSBHnr3HHUXXM.jpg
72,3980,Men of Honor,怒海潛將,Drama,2000.0,3.633777109727293,4657.0,203019,11978.0,US,https://image.tmdb.org/t/p/w500/wNUAnXV1mzOOfvnVBIYsalkk078.jpg
73,3986,"6th Day, The",魔鬼複製人,Action|Sci-Fi|Thriller,2000.0,2.983205148328363,6371.0,216216,8452.0,US,https://image.tmdb.org/t/p/w500/mWTkgrdNtRXkAzAH4nuwGubF9BH.jpg
74,3987,Bounce,當真愛來敲門,Drama|Romance,2000.0,2.9270994332818137,1941.0,186894,10862.0,US,https://image.tmdb.org/t/p/w500/w7X4M14WV7KrkkvXd64lcLh79sR.jpg
75,3988,How the Grinch Stole Christmas (a.k.a. The Grinch),鬼靈精,Children|Comedy|Fantasy,2000.0,2.8985484379930577,9507.0,170016,8871.0,US,https://image.tmdb.org/t/p/w500/1w4eDWLktv0rSoluHg2KWTQGQEK.jpg
76,3992,Malèna,真愛伴我行,Drama|Romance|War,2000.0,3.654259126700072,1397.0,213847,10867.0,IT,https://image.tmdb.org/t/p/w500/dzDomGKtXBSpsXbwfI5Ujn2rQvm.jpg
77,3993,Quills,鵝毛筆,Drama|Romance,2000.0,3.5207236842105263,3040.0,180073,10876.0,US,https://image.tmdb.org/t/p/w500/AvGdw3BpvJV2wHmK2qY0N7XHqET.jpg
78,3994,Unbreakable,驚心動魄,Drama|Sci-Fi,2000.0,3.5090357125782856,20917.0,217869,9741.0,US,https://image.tmdb.org/t/p/w500/d5XrNxbg4yh2p3Ujp6sSUhwPVL9.jpg
79,3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long)",卧虎藏龍,Action|Drama|Romance,2000.0,3.839471553249558,33343.0,190332,146.0,HK,https://image.tmdb.org/t/p/w500/28FX5rCNo6p602DzgPOTNZjyMPh.jpg
80,3998,Proof of Life,千驚萬險,Drama,2000.0,3.160674981658107,2726.0,228750,11983.0,US,https://image.tmdb.org/t/p/w500/yw8x2i3vaHZZzpvqvF75E8q2N6M.jpg
81,3999,Vertical Limit,巔峰極限,Action|Adventure,2000.0,2.8096479791395046,3835.0,190865,11678.0,US,https://image.tmdb.org/t/p/w500/wvlFoMbn9HQIxysg2qjg4q46S8P.jpg
82,4011,Snatch,偷拐搶騙,Comedy|Crime|Thriller,2000.0,4.066981451290411,32509.0,208092,107.0,GB,https://image.tmdb.org/t/p/w500/nApTMYQNqcgmO5yFmgfX6Cu55h7.jpg
83,4014,Chocolat,濃情巧克力,Drama|Romance,2000.0,3.664090641168381,15269.0,241303,392.0,US,https://image.tmdb.org/t/p/w500/y5B44S4FYFQFWrNb1JhHpEQCnyO.jpg
84,4015,"Dude, Where's My Car?",豬頭，我的車咧,Comedy|Sci-Fi,2000.0,2.5237498350705896,7579.0,242423,8859.0,US,https://image.tmdb.org/t/p/w500/A5FBQplPsSVVvdYn4NHgtWYF8un.jpg
85,4016,"Emperor's New Groove, The",變身國王,Adventure|Animation|Children|Comedy|Fantasy,2000.0,3.650782547870945,11437.0,120917,11688.0,US,https://image.tmdb.org/t/p/w500/dW30nRBNqud7HRcwMpqLymLuWjV.jpg
86,4018,What Women Want,男人百分百,Comedy|Romance,2000.0,3.088628644211718,14132.0,207201,3981.0,US,https://image.tmdb.org/t/p/w500/httDaqrJROAK8auXGDha7rdxCWM.jpg
87,4019,Finding Forrester,心靈訪客,Drama,2000.0,3.6635840526099455,7299.0,181536,711.0,US,https://image.tmdb.org/t/p/w500/y7CS21qnCcXICwt0qVsvb2U21Oq.jpg
88,4020,"Gift, The",靈異大逆轉,Thriller,2000.0,3.363650998068255,3106.0,219699,2046.0,US,https://image.tmdb.org/t/p/w500/kNi6NdTEy9iqupHCJlBAVjgOaOl.jpg
89,4022,Cast Away,浩劫重生,Drama,2000.0,3.683695652173913,32200.0,162222,8358.0,US,https://image.tmdb.org/t/p/w500/3YPdvqgvjS8cFHQH1vd4go16yCx.jpg
90,4023,"Family Man, The",扭轉奇蹟,Comedy|Drama|Romance,2000.0,3.3706206206206204,5994.0,218967,5994.0,US,https://image.tmdb.org/t/p/w500/A59qi4fXmhba3Qbrlljr6a3NwAm.jpg
91,4025,Miss Congeniality,麻辣女王,Comedy|Crime,2000.0,3.072435648687104,15462.0,212346,1493.0,US,https://image.tmdb.org/t/p/w500/3KeMUGfHoc9eGqFgOKEgyMFlRay.jpg
92,4027,"O Brother, Where Art Thou?",霹靂高手,Adventure|Comedy|Crime,2000.0,3.873990470719427,29593.0,190590,134.0,US,https://image.tmdb.org/t/p/w500/s9foMAcLg8GEzzQzer04qOGdD1k.jpg
93,4030,Dracula 2000,神鬼大反撲,Horror,2000.0,2.544334975369458,1421.0,219653,10577.0,US,https://image.tmdb.org/t/p/w500/jnAfl6GSZbBMigL98RJGbOSk4V1.jpg
94,4033,Thirteen Days,驚爆13天,Drama|Thriller|War,2000.0,3.674582463465553,3832.0,146309,11973.0,US,https://image.tmdb.org/t/p/w500/aLx9UXH9fK2v6NDMvMyW4X88K3u.jpg
95,4034,Traffic,天人交戰,Crime|Drama|Thriller,2000.0,3.785400242571255,19788.0,181865,1900.0,US,https://image.tmdb.org/t/p/w500/jbccmnqE4oAPI67bApgt2JiRPz8.jpg
96,4052,Antitrust,奪命連線,Crime|Drama|Thriller,2001.0,3.083930170098478,2234.0,218817,9989.0,CA,https://image.tmdb.org/t/p/w500/9PXyfcJe53A9qFkcj5dkTJwIWoS.jpg
97,4056,"Pledge, The",誓死追緝令,Crime|Drama|Mystery|Thriller,2001.0,3.323310271420969,1879.0,237572,5955.0,US,https://image.tmdb.org/t/p/w500/9QOzFL3FPMAUNNPrNiKC3mEDxco.jpg
98,4143,Valentine,致命砍人節,Horror|Mystery,2001.0,2.2147395171537485,787.0,242998,10984.0,US,https://image.tmdb.org/t/p/w500/jMtWV4FixMGTgUjbr9NFVEANGYQ.jpg
99,4144,In the Mood For Love (Fa yeung nin wa),花樣年華,Drama|Romance,2000.0,4.05306319343946,4146.0,118694,843.0,HK,https://image.tmdb.org/t/p/w500/ivyPPBVdDcwJy8LI8xccDFZqIaU.jpg
100,4146,"Million Dollar Hotel, The",百萬大飯店,Drama|Mystery|Romance,2001.0,2.904006677796328,599.0,120753,318.0,DE,https://image.tmdb.org/t/p/w500/iGRyPsZF0lfIL3IadmBdoAsYzyn.jpg
101,4148,Hannibal,人魔,Horror|Thriller,2001.0,3.236761621810556,11444.0,212985,9740.0,US,https://image.tmdb.org/t/p/w500/8DasFw4VWTBRBPe3ilQoQcmtMco.jpg
102,4151,"Taste of Others, The (Le goût des autres)",他人的愛好,Comedy|Drama|Romance,2000.0,3.5754060324825985,431.0,216787,10697.0,FR,https://image.tmdb.org/t/p/w500/wXrYHBuIO9DN1x9hC0HsT6D0jpL.jpg
103,4155,Sweet November,甜蜜的十一月,Drama|Romance,2001.0,3.056387225548902,2004.0,230838,1921.0,US,https://image.tmdb.org/t/p/w500/3biEHZSBSYqSkawU2sQyNbLcjgE.jpg
104,4159,3000 Miles to Graceland,驚天駭地,Action|Thriller,2001.0,2.759736540664376,1746.0,233142,12138.0,US,https://image.tmdb.org/t/p/w500/nJgr5sGoXnsgZ0EVt80i6X9dQiA.jpg
105,4161,"Mexican, The",危險情人,Action|Comedy,2001.0,3.0218279769645178,5383.0,236493,6073.0,US,https://image.tmdb.org/t/p/w500/cMviZTYfU1V8HIFRpRrqbHvc0Od.jpg
106,4167,15 Minutes,千鈞一刻,Thriller,2001.0,2.960857908847185,1865.0,179626,2749.0,US,https://image.tmdb.org/t/p/w500/qXwyeBGEp9ZfusBnYcYGI6uBvAe.jpg
107,4223,Enemy at the Gates,大敵當前,Drama|War,2001.0,3.715098701760626,11246.0,215750,853.0,US,https://image.tmdb.org/t/p/w500/zL4BZVZxwAQWqzxQBDaqI1rf7Dy.jpg
108,4224,Exit Wounds,以毒攻毒,Action|Thriller,2001.0,2.6288770053475936,935.0,242445,10877.0,CA,https://image.tmdb.org/t/p/w500/tGIJhBejmredgUZRNdteZyiahag.jpg
109,4226,Memento,記憶拼圖,Mystery|Thriller,2000.0,4.14160050691416,53658.0,209144,77.0,US,https://image.tmdb.org/t/p/w500/psE5eio91dVL1k5nTwPUNLp7Kuy.jpg
110,4231,Someone Like You,心花怒放,Comedy|Romance,2001.0,3.0937254901960785,1275.0,244970,12658.0,US,https://image.tmdb.org/t/p/w500/3ARyIRgTgx7XubNTzqUDmeJi0SK.jpg
111,4232,Spy Kids,小鬼大間諜,Action|Adventure|Children|Comedy,2001.0,2.7152400528556746,6811.0,227538,10054.0,US,https://image.tmdb.org/t/p/w500/j3rUkHIAAoKr6jU30q3Db4fcIF9.jpg
112,4233,Tomcats,單身交易,Comedy,2001.0,2.452349869451697,766.0,246989,10646.0,US,https://image.tmdb.org/t/p/w500/LpIAhTgwyh22Y4BhYbEsZv0u9W.jpg
113,4235,Amores Perros (Love's a Bitch),愛是一條狗,Drama|Thriller,2000.0,3.992665195378424,7703.0,245712,55.0,MX,https://image.tmdb.org/t/p/w500/fBCG2T2FygISOIQ85Bs5wPsnQFB.jpg
114,4238,Along Came a Spider,全面追緝令,Action|Crime|Mystery|Thriller,2001.0,3.263171487603306,3872.0,164334,2043.0,US,https://image.tmdb.org/t/p/w500/2mjHpWvmFmuwk1lZOowhEggCVhR.jpg
115,4239,Blow,一世狂野,Crime|Drama,2001.0,3.730800287098511,11146.0,221027,4133.0,US,https://image.tmdb.org/t/p/w500/yYZFVfk8aeMP4GxBSU9MTvqs9mJ.jpg
116,4241,Pokémon 3: The Movie,神奇寶貝劇場版：結晶塔的帝王,Animation|Children,2001.0,1.853096179183136,759.0,266860,10991.0,JP,https://image.tmdb.org/t/p/w500/aCkENoKj0P1QKiHBmN59bLLYoZ3.jpg
117,4245,Shadow Magic,西洋鏡,Drama|Romance,2000.0,3.463414634146341,82.0,238588,68894.0,CN,https://image.tmdb.org/t/p/w500/siXOeN1rZfCvbx3cCDaAXdyEgmr.jpg
118,4246,Bridget Jones's Diary,BJ單身日記,Comedy|Drama|Romance,2001.0,3.374563711539494,18623.0,243155,634.0,GB,https://image.tmdb.org/t/p/w500/acqvM1q7j7alyca8FmhW0kElmjK.jpg
119,4254,Crocodile Dundee in Los Angeles,鱷魚鄧迪勇闖洛杉磯,Comedy|Drama,2001.0,2.221223895094706,2059.0,231402,9290.0,US,https://image.tmdb.org/t/p/w500/hwt6iJjPuXRDKJON5s9G9pdfPbu.jpg
120,4270,"Mummy Returns, The",神鬼傳奇2,Action|Adventure|Comedy|Thriller,2001.0,2.990178703293457,13542.0,209163,1734.0,US,https://image.tmdb.org/t/p/w500/3zlUOdzfWFGLfDk7qVIG28SMvmv.jpg
121,4299,"Knight's Tale, A",騎士風雲錄,Action|Comedy|Romance,2001.0,3.359382752803414,10077.0,183790,9476.0,US,https://image.tmdb.org/t/p/w500/b7VTx1GPLEN87YPk2N6xNiWlW7l.jpg
122,4306,Shrek,史瑞克,Adventure|Animation|Children|Comedy|Fantasy|Romance,2001.0,3.740491211436073,54844.0,126029,808.0,US,https://image.tmdb.org/t/p/w500/xCdATOO6ZTeGl7Mv9TvZ3lgCEwM.jpg
123,4308,Moulin Rouge,紅磨坊,Drama|Musical|Romance,2001.0,3.5062835599223123,17506.0,203009,824.0,US,https://image.tmdb.org/t/p/w500/wG7fPnrcYVgxdsrGEDMkePv4WfJ.jpg
124,4310,Pearl Harbor,珍珠港,Action|Drama|Romance|War,2001.0,2.83677640703701,13699.0,213149,676.0,US,https://image.tmdb.org/t/p/w500/uMyeYnL47TZgGVhPnEp3YCsfkmR.jpg
125,4313,"Man Who Cried, The",縱情四海,Drama,2000.0,3.066869300911854,329.0,206917,29572.0,FR,https://image.tmdb.org/t/p/w500/vCwee9sPHD2lxgo1ISlHve384oc.jpg
126,4334,Yi Yi,一一,Drama,2000.0,3.950152594099695,983.0,244316,25538.0,TW,https://image.tmdb.org/t/p/w500/uiCcDkz7mcL3upCUmKW4yEYWs8w.jpg
127,4340,"Animal, The",獸性大發,Comedy,2001.0,2.1734126984126982,2520.0,255798,11090.0,US,https://image.tmdb.org/t/p/w500/1xDaiDyVJqlhG99jm1AvjtWDHki.jpg
128,4342,Big Eden,男式伊甸園,Drama|Romance,2000.0,3.5429864253393664,221.0,212815,21056.0,US,https://image.tmdb.org/t/p/w500/hAIqu69z1tZjfdq2jThAifAp0tQ.jpg
